original_id,document,label,ref,gen,summac_zs,summac_conv
36108480,"It was the third day of hefty falls, sparked by news on Wednesday that the company admitted falsifying fuel economy data for more than 600,000 vehicles sold in Japan.
Government officials raided a company office and authorities want a full report from the company in weeks.
The shares are 40% cheaper than before news of the false data emerged.
Elsewhere on the Asian markets, shares of consumer electronics giant Sony also traded lower and closed down 1.7%.
The company trimmed nearly 10% off its previous profit estimate for the full year to March 2016, due to a one-off charge. Sony is scheduled to report its financial results next week.
On the broader Japanese market, the benchmark Nikkei 225 index reversed earlier losses and ended the Friday session higher by 1.2% - or 208.87 points - at 17,572.49.
Other Asian markets traded lower on Friday, mirroring how US markets performed overnight.
South Korea's Kospi closed down 0.33% at 2,015.49.
In Australia the S&P ASX 200 ended the week down 0.69% at 5,236.39.
China's Shanghai composite ended up 0.2% to 2,959.24.
Meanwhile in Hong Kong the Hang Seng index dropped 0.7% to trade at 21,467.",unreconstructable,Shares in Japanese automaker Mitsubishi Motors plunged 13.5% in Friday trade to close at 504 yen.,Shares of Japanese carmaker Toyota closed down 4.5% on Friday.,-0.041347503662109375,0.21330200135707855
36128472,"Thousands attended the early morning service at Hyde Park Corner and up to 400 people took part in a parade before the wreath-laying at the Cenotaph.
Anzac Day commemorates the first major battle involving Australian and New Zealand forces during World War One.
A service was also held at Westminster Abbey.
The national anthems of New Zealand and Australia were sung as the service ended.
The first time Anzac Day was commemorated in the capital was when King George V attended a Westminster Abbey service in 1916, a year after the Anzac (Australian and New Zealand Army Corps) landings at Gallipoli.
Since then, the services have become an important moment for thousands of expatriate and visiting New Zealanders and Australians, who honour the sacrifices of their countrymen and women in all wars.
Addressing the crowds at the dawn service, Alexander Downer, Australian high commissioner to the UK, who also laid a wreath, said: ""When we reflect on Anzac Day we imagine the Gallipoli landings, what it must have been like, at dawn on the water, in sight of that rugged shoreline - and a collectively held breath, a leaden silence about to be broken.
""We consider the enthusiasm, the courage, and the heroism of the Anzac troops - ordinary men fighting for God, King and empire, for their mates, for adventure, for a world without war.""
Members of veterans' associations, service and ex-service personal and their families took part in the parade at the Cenotaph.
Crowds, including Australia and New Zealand ex-pats, lined the streets to watch the ceremony which featured prayers read by schoolchildren and the national anthems of all three countries.
The eight-month campaign on the Gallipoli peninsula in Turkey was one of the bloodiest of the war and the allied operation was an attempt to force the Ottoman empire out of the war.",unreconstructable,Prince Harry has laid wreaths during a dawn service at London's Wellington Arch and on behalf of the Queen at the Cenotaph to mark Anzac Day in the UK.,Prime Minister David Cameron has laid a wreath at an Anzac Day service in central London.,-0.5304412841796875,0.21977266669273376
36129448,"The Cheetham Hill Asda Living store will turn off escalators, screens and music for an hour on Saturday 7 May.
Customers will also be offered a picture map of the supermarket.
General manager Simon Lea came up with the idea after watching an autistic child and his mother struggle on the shop floor.
Follow the latest news updates from across Greater Manchester
""When we open the doors you will be able to hear a pin drop. That's the plan,"" Mr Lea told the Manchester Evening News.
""I suffered for many years with anxiety and I used to absolutely hate going into busy stores. If we can make a few small changes to give these customers a better shopping experience and make them comfortable then I know the store will be a better place to shop for everyone,"" Mr Lea said.
The store will open an hour early and no announcements will be made during the quiet hour between 08:00 and 09:00 BST.
Source: The National Autistic Society
Asda said it would monitor feedback from the trial and would consider rolling it out to other stores.
The National Autistic Society (NAS) said it welcomed the move as shops and other public spaces could be ""extremely challenging"" because of bright lights, strong smells and crowds.
NAS Campaign manager Tom Madders said: ""It can cause [autistic people] to feel overwhelmed by 'too much information'. This can be excruciatingly painful or cause extreme anxiety. This may lead to a meltdown or - all too often - people avoid these places and choose not to go out at all.
""Asda's initiative is a great example of an organisation taking the trouble to understand how autistic people experience the world and we hope other retailers are inspired to follow their example.""",reconstructable,"An Asda supermarket in Manchester is introducing a ""quiet hour"" to help autistic shoppers who can feel stressed by noise.",A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,-0.1963958740234375,0.22645682096481323
36129628,"Acting Taoiseach Enda Kenny of Fine Gael and Micheál Martin of  Fianna Fáil hope to avoid a second election.
Mr Martin has said his party will facilitate a minority government, but will not support a programme for government.
Water charges are one of the main sticking points to reaching agreement.
A commission to consider the future of national water utility Irish Water is one of the proposals being considered.
Fianna Fáil want to see the immediate removal of water charges, but Fine Gael see a role for them.
Following the election, almost two months ago, Fine Gael had 50 seats, Fianna Fáil 44, Sinn Féin 23 and the Labour Party got seven.
But no party was able to form a majority government and TDs have so far failed to elect a taoiseach.",reconstructable,Negotiators from Ireland's two biggest parties are to meet for a final effort to form a minority government.,Talks to form a minority government in the Republic of Ireland are continuing.,-0.163543701171875,0.2099708467721939
36207710,"Edward Alexander Lee, 34, was sentenced to three years on probation at Belfast Crown Court on Wednesday.
Judge Gordon Kerr QC said it was the best way of protecting society and helping Lee to change his ways.
Lee, originally from Whitehall Square, Belfast, but now living in England, pleaded guilty to a total of 15 charges related to child pornography.
The court was told the vast majority of the images were in the lowest categories, although some were in the higher - more serious - categories.
Lee was described by his wife as a being ""loving and normal young man"".
Judge Kerr said that while he had viewed the images for his ""own strange pleasure"", they were serious matters as ""children were abused for these images to be made"".
He added that children would continue to be abused while people like Lee continued to view such material, and that ""society would not tolerate such behaviour"".
Judge Kerr said a sentence of up to a year in prison would do very little to assist Lee or the community.
Placing him on probation, he ordered him to complete a course on sexual offending to help him stop viewing such images.
Earlier, prosecutor Simon Jenkins said that when police went to Lee's then Belfast home on 5 June, 2014, he immediately confirmed he was the man they were looking for.
On computer equipment seized, police uncovered a number of folders, which Lee admitted creating.
During interview, Lee said that he had been downloading images ""for perhaps the last nine years"".
Defence lawyer Taylor Campbell said that Lee had admitted his guilt from the outset, pleading guilty at arraignment, and was entirely frank and co-operative with police.",unsure,"A man, who downloaded thousands of images of children being sexually abused, has been released on probation.","A man who admitted downloading more than 100,000 indecent images of children has been spared jail.",-0.7290191650390625,0.2145322561264038
36232392,"Mr Khan is the city's first Muslim mayor, after beating Tory Zac Goldsmith by 1,310,143 votes to 994,614.
The result bolsters leader Jeremy Corbyn after Labour was beaten into third in Scotland by the Tories and lost some English councillors.
In Scotland, the SNP said it would form a minority government after winning its third election in a row.
First Minister Nicola Sturgeon is celebrating what she said was an ""emphatic"" victory, her first as party leader, after the SNP emerged as the largest party at Holyrood with 63 seats, ahead of the Conservatives on 31 and Labour on 24.
But she played down talk of another independence referendum after falling short by two seats of an overall majority.
In Wales, Labour remains as the largest party, with 29 out of 60 seats, but was denied a majority as Plaid Cymru and UKIP both made notable gains. Counting is continuing in Northern Ireland.",reconstructable,Sadiq Khan has been elected the new Mayor of London - boosting Labour after it slumped in Scotland's elections.,Labour's Sadiq Khan has been elected mayor of London.,-0.70501708984375,0.23597438633441925
36249251,"Striker Robson-Kanu, 27, who is expected to be part of Wales' squad for the European Championships, has spent seven seasons with the club.
Former West Ham and Sunderland defender Ferdinand, 31, has suffered with injuries in two seasons at Reading.
Academy graduate Cox, 29, who rejoined the club in summer 2014, has struggled for goals in the last two campaigns.
The Championship club have also confirmed that six loan players who represented them this season have all returned to their parent clubs.
Defender Andrew Taylor, midfielders Ola John and Alex Fernandez and striker Matej Vydra follow the departures of Chelsea pair Michael Hector and Lucas Piazon, who left the club last month.",unreconstructable,"Reading are to release Hal Robson-Kanu, Anton Ferdinand and Simon Cox after their current contracts expired.","Hal Robson-Kanu, Rio Ferdinand and Simon Cox have all left Reading.",-0.07306671142578125,0.20483429729938507
36262029,"The figures come ahead of Wednesday's AGM where investors will quiz management over their plans for the Hinkley Point nuclear plant in the UK.
EDF, 85% controlled by the French state, has struggled to find the cash for its 66.5% stake in the project.
In April it pushed a final decision on the £18bn plant back to September.
Chief financial officer Thomas Piquemal resigned in April following an internal disagreement over whether to press on with the controversial project.
However, EDF has outlined plans to raise €4bn, with up to €3bn provided by the French government.
Credit rating agencies are due to assess the group in the coming days and their verdict on its finances will determine how easy it will be for the group to raise cash.
Meanwhile, tough market conditions mean EDF is cutting costs and planning to sell €10bn in assets by 2020, including a stake in French power-grid operator RTE.
On Tuesday the new chief financial office Xavier Girre, said the management was not considering spinning off any part of the group to raise money.
Its latest earnings report shows it has reduced its target for 2016 nuclear output to 408-412 terawatt-hour from 410-415.
The scaling down of its output reflects continuing problems at its Paluel nuclear facility in France where a steam generator collapsed during maintenance.
Sales fell 7% to €21.4bn in the first three months of the year, with sales in the UK down 9.8%.
The company said its earnings forecast for 2016 remained on track.",unreconstructable,"French energy giant EDF says sales fell 7% in the first three months of the year in the face of stiff competition, a mild winter and lower energy prices.",French energy giant EDF has reported a 1.8bn (£1.4bn) net loss for the first three months of the year.,-0.19475173950195312,0.21330200135707855
36286053,"Officers from Police Scotland alerted Benbecula Community Council to the scam at a meeting of the council earlier this week.
Sent from Italy, the email involves a fake story about an African man trying to transfer his inheritance to a new account after his father was poisoned.
The use of Gaelic in the email is poor, according to speakers on the isles.
Benbecula Community Council believed the email may have been written using online tool, Google Translate.
Scots Gaelic was added to the service in February this year.",unsure,What is believed to be the first email scam using Gaelic has been targeted at residents of the Western Isles.,A community on Lewis has been targeted by an email scam.,-0.10465240478515625,0.20483429729938507
36293897,"The Paralympic discus champion, 24, beat his mark of 15.93m set last year.
Davies threw 16.14m when competing with able-bodied rivals at the British Indoor Championships in February, but that was not ratified by the IPC.
""I'm excited to build on that performance and see what I can produce this year,"" said Welshman Davies.
His new mark remains an unofficial world record until verified by the IPC.
""The event went well, I came to Arizona for warm-weather training and the competition fitted nicely at the end,"" said Davies.
""It was my first outdoor meet of the year so it was nice to PB even though I was shaking out the cobwebs.
""I don't compete much as I'm injury-prone - the plan is to get to Rio in one piece.""
Davies is set to be named next month among the first phase of Great Britain track and field athletes for the Rio Paralympics.
He is aiming to compete in the shot put after his discus event was removed from the competition.
The Bridgend man, who has limited functionality of his right leg with missing bones and no muscle or ligament growth, took gold in the discus at London 2012 and bronze in the shot and is the current European and world champion in both events.",unreconstructable,Reigning world champion Aled Davies has improved his own F42 outdoor shot put world record to 16.13m at the IPC Athletics Grand Prix in Arizona.,Andrew Davies has broken his own British record in the shot put with a throw of 16.20m at a meeting in Arizona.,-0.11542510986328125,0.2108568698167801
36300916,"Northumbria Police said a a 32-year-old man was charged with two counts of rape, two counts of sexual touching and one of sexual assault.
A second man, aged 28, was charged with one count of rape.
The pair, both from Sunderland, will appear before South Tyneside Magistrates' Court later.",reconstructable,Two men have been charged with rape following a sexual exploitation investigation in Sunderland.,Two men have been charged in connection with a series of sexual assaults in Sunderland.,0.05242919921875,0.2427355945110321
36306285,"The 22-year-old clocked 19.95 seconds representing Louisiana State University at the Southeastern Conference (SEC) Championships in Tuscaloosa, Alabama.
John Regis set the British record of 19.94 in 1993, while Adam Gemili is the only other Brit to go sub 20.
Mitchell-Blake told BBC Sport his achievement was ""overwhelming"".
Regis also clocked a time of 19.87 but this was never ratified.
He had already competed in two Olympic Games by the time he ran under 20 seconds.
Mitchell-Blake clocked his time having already won the 100m as well as anchoring his university to victory in the 4x100m at the SEC Championships.
""The 200 is my favourite event,"" said the 2013 European junior champion, who was visibly emotional when approached for an interview on the track..
He said he wanted to compete for Britain at the Rio Olympics in August but would be focusing on his college career for the next few weeks.
""Then I'll come back to the UK and try to compete for a spot on the team,"" he added.
Chijindu Ujah and James Ellington have also already run under the 20.50-second Olympic A standard in 2016.
The British Championships take place in June.",unreconstructable,Nethaneel Mitchell-Blake missed the national record by one-hundredth of a second as he became only the third Briton to run sub 20 seconds for 200m.,Nethaneel Mitchell-Blake has become only the second Briton to run under 20 seconds in the 200m.,0.087890625,0.23306703567504883
36335975,"An IFA Disciplinary Committee opted not to impose any sanction after finding that Carrick did not properly implement manager Gary Haveron's touchline ban.
The committee said it would ""exercise its discretion"" in the matter.
A Warrenpoint Town statement argued that the decision ""contradicted the IFA's obligation to apply objectivity"".
""The board of Warrenpoint Town have read the IFA Disciplinary Committee determination regarding the breach of Article 23.1 of the IFA Disciplinary Code by the Carrick Rangers FC Manager,"" the statement began.
""We are shocked that the IFA having found Carrick guilty failed to implement the requisite admonishment as per established rules.
""The board will be meeting soon to discuss further this matter and the complaint we formally raised surrounding eligibility which is in abeyance.""
Carrick faced a possible three-point deduction and relegation from the top flight, plus a possible fine of at least £350, if the outcome of the hearing did not go in their favour.
However in a statement released on Wednesday night, the committee indicated that ""the interests of justice were best served by not imposing a sanction in all the circumstances"".
As it stands, Ballinamallard United and Institute await a date for the second leg of their promotion-relegation play-off, the Mallards having won the first leg 2-1 at the Riverside Stadium on 6 May.
Haveron sat out a three-game ban handed out by the IFA, but was in the dugout for his club's match against Dungannon Swifts on 23 April when he should not have been.
""The club did not explain to the Committee's satisfaction the reasons why the start date for the suspension set out in the initial charge letter (18 April 2016)  was not complied with and therefore the challenge from Carrick Rangers was not upheld,"" read the IFA statement released on Wednesday night.
""The Committee took into account the points made on behalf of the club and decided to exercise its discretion under the overriding objective as outlined in Articles 1.6 and 1.7 of the Disciplinary Code and found that no sanction should be applied.""
""In applying its discretion it took into account, what it found to be the honest intention of the club to serve a suspension, the fact that three matches had been served and points made regarding possible confusion in the way in which the suspension was to be implemented.""",reconstructable,"Warrenpoint Town say they are ""shocked"" by an IFA ruling that confirmed their relegation from the Premiership and saw Carrick Rangers stay in the top flight.","Warrenpoint Town have said they are ""shocked"" by the Irish Premiership's decision not to punish Carrick Rangers.",-0.103302001953125,0.20758934319019318
36471059,"There may be clashes, but a series of deals between Labour and the government have defused most of the big problems in advance. I've lost count of the number of times Labour's point person, Keir Starmer uttered the words: ""I am grateful for that indication,"" as the Security Minister John Hayes announced changes.
Today's big compromise announcement will be the composition and remit of the panel which will assess the operational case for the powers, under the leadership of the independent reviewer of terrorism legislation, David Anderson QC.
This matters because the panel have to report by the time the bill reaches committee stage in the House of Lords, and if they called for significant changes that would be pretty hard for ministers to resist.
That follows on from the government accepting special protections for Trade Unions and from a government ""manuscript amendment"" on the role of the ""Judicial Commissioners"" who would co-sign warrants for investigatory powers - which would allow them to scrutinise the facts of the case, not just the reasonableness of the process by which a warrant was issued.
In both cases Labour got pretty much everything they asked for.
Further compromise may well emerge on the issue of keeping internet connection records and the level of access to them, and on the protection of medical records. Protection of journalists and their sources seems a tougher issue - although some suspect that the government would like a few compromise-able issues in its back pocket, so that it can throw a few bones to their lordships, when the bill is considered in detail in the Upper House.
I suspect Labour will probably vote for the bill at tonight's third reading - perhaps with a few reservations, while the SNP and probably the Lib Dems will oppose.
And then the action switches to the Lords.",unreconstructable,Day two of MPs' detailed consideration of the Investigatory Powers Bill - and the issues of the day should be the retention of internet connection records and protection of medical records and journalistic privilege.,Tonight's vote in the House of Commons on the Investigatory Powers Bill is a pretty straightforward affair.,-0.604095458984375,0.2108568698167801
36493819,"Peake won silver at the 2014 Commonwealth Games in Glasgow and is targeting a Team GB spot in Rio.
The 30-year-old aims to break the Welsh record, which she currently holds, at Cardiff International Sports Stadium.
""I've done a lot of competitions trying to get the magical bar that is the Rio qualification,"" Peake said.
""There's quite a few goals for the weekend.
""A personal best would be nice and would also be a Welsh record. I've equalled it so far this year so I'd really like to step that up a notch.""
British Athletics has set 4.50m as the qualification standard for Rio with Peake setting a personal best of 4.40m.",reconstructable,Pole vaulter Sally Peake hopes victory at Saturday's Welsh Senior Athletics Championships in Cardiff will take her as step closer to the Olympics.,Welsh long jumper Sally Peake will attempt to qualify for the 2016 Olympic Games at the Cardiff Indoor Grand Prix on Saturday.,-0.06755828857421875,0.207227885723114
36497194,"It is looking to raise more than $900m (Â£624m) from investors, which would value the firm at more than $5bn.
The listing, planned for July, could make it the world's biggest technology initial public offering this year.
Line is looking to raise funds to expand into the US and help it compete with rivals such as Facebook Messenger, WhatsApp and China's WeChat.
The app first made its debut in 2011 and is the most popular messaging service in Japan, Thailand and Taiwan.
It is famous for selling animated stickers and stamps that people can share while chatting. Line also provides free voice calls and services such as music streaming.
Line's management have looked to take the company public for several years now. It submitted an IPO application to the Tokyo Stock Exchange in 2014.
However, those plans were shelved at the time due to weak global markets.
Line had 218 million monthly active users at the end of March.",reconstructable,"Japanese phone messaging app operator, Line, has said it plans to list its shares in both Tokyo and New York.",Japanese messaging app Line has filed to list its shares on the New York Stock Exchange.,-0.3595924377441406,0.2108568698167801
36581743,"Walmart will give JD.com ownership of Yihaodian's marketplace, including the brand, website and app.
In exchange Walmart will take a near 5% stake in JD.com, China's second largest e-commerce firm after Alibaba.
Walmart took full control of Yihaodian last year, but has struggled to grow its market share.
""We're excited about teaming up with such a strong leader in JD.com, and the potential that this new relationship creates for customers in China, as well as for our businesses,"" said Walmart chief executive Doug McMillon.
Walmart will be listed as a preferred seller on JD.com, offering it greater exposure to the Chinese market.
Walmart's Sam's Club brand will launch a shop on JD.com's website.
The deal will also help grow Yihaodian in the western and northern regions of the country where it is less well-known.
""We look forward to further developing Yihaodian, which has tremendous strength in important regions of eastern and southern China,"" said JD.com chief executive Richard Liu.
Yihaodian's sale of food and beverages, home goods and electronics accounts for just 1.5% of web sales in China, according to research firm iResearch
According to Walmart, the website had more than 100 million registered customers in July 2015.
The two companies also announced plans to improve supply chain management and increase the amount of imported goods.",reconstructable,Walmart has announced a partnership with the Chinese e-commerce firm JD.com to help revive the US company's struggling website Yihaodian.,US retail giant Walmart has agreed a deal with China's JD.com to expand its business in the country.,-0.23223876953125,0.24299781024456024
36678121,"The call handling and IT system is more than Â£40m over budget and was initially due to be ready for October 2013.
An earlier attempt to introduce the system had to be abandoned.
The programme will now be phased in for some services from this summer with a national roll-out by the end of 2017.
Earlier this year, the planned June launch was pushed back to the ""summer of 2016"" after an issue that caused computer screens to appear blank.
It followed an earlier incident in which the system crashed and staff had to resort to pen and paper to deal with patient calls.
The new technology is meant to make NHS 24 more efficient but is expected to cost Â£117m, more than 50% higher than the original estimate.
NHS 24 said the new telephone system would be in place this year for services including Breathing Space, NHS Living Life, the musculoskeletal helpline, death certification, blood transfusion and Fit For Work.
It will then be introduced in one health board area to ensure it is working effectively before the national roll-out.
NHS 24 chief executive Angiolina Foster said: ""We expect to have a functioning technology system tested and available later in the summer.
""However, we have recognised that ensuring our staff and operational environment are also fully ready to accept the technology is absolutely essential to making sure we can make a smooth transition to the new system.""
Ms Foster said: ""We recognise that the past 18 months have been challenging for the organisation and know that the professionalism and dedication of our people has enabled us to give high-quality care to patients during this time.""
Health Secretary Shona Robison said: ""While any delays to implementation are disappointing, patient safety must always come first. This is why NHS 24 has taken the decision to phase the roll-out of its Future Programme.
""This decision follows a comprehensive review of the new system which concluded that a phased roll-out later this summer, working towards full implementation across all health boards by the end of 2017, would be both safe for patients and deliverable by the organisation.""",reconstructable,A crisis-hit computer project for the NHS 24 telephone helpline will not be fully rolled out across Scotland until the end of next year - four years later than originally planned.,The roll-out of a new telephone system for NHS 24 has been delayed for a second time.,-0.4096832275390625,0.22568923234939575
36687037,"The quartet of Allison Schmitt, Leah Smith, Maya Dirado and Ledecky won in a time of seven minutes 43.03 seconds, with Australia second and Canada third.
America trailed Australia but Ledecky, the 200m and 400m freestyle champion, overtook Tamsin Cook on the last leg.
Find out how to get into swimming with our special guide.
Ledecky, 19, has now won four Olympic gold medals during her career.
Her first Olympic gold came when she won the 800m title as a 15-year-old at London 2012.
Ledecky will attempt to complete the sweep when she goes in the 800m heats on Thursday, with the final taking place on Friday.
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",unreconstructable,Katie Ledecky won her third gold of the Rio Games as she guided the United States to victory in the women's 4x200m freestyle relay final.,Katie Ledecky won her second gold medal of the Rio Olympics as the United States won the women's 4x200m freestyle relay.,-0.01495361328125,0.2120065838098526
36695131,"Saunders, working in France as a pundit for the BBC, left his car in a short stay area at Birmingham Airport thinking Wales would go out early.
But they have reached the semi-finals and Saunders said he expected to see his parking charges rise to Â£1,000.
The airport said on Twitter that if Wales win the tournament, it would ""waive his parking fee"".
Wales came from a goal down to beat Belgium 3-1 on Friday and reach the semi-finals of a major tournament for the first time.
Captain Ashley Williams equalised, before Hal Robson-Kanu, a striker without a club, gave them the lead and substitute Sam Vokes added a third to set up a last-four clash against Portugal on Wednesday.
Saunders, who won 75 Wales caps and whose former clubs include Liverpool and Aston Villa, also said he was running out of clean clothes.
The airport posted: ""We can't help Dean with his clothes situation but if Wales win #EURO2016 we'll waive his parking fee!""",unsure,An airport will rip up former Wales striker Dean Saunders's huge parking fee if his home nation wins Euro 2016.,Former Wales striker Dean Saunders has been offered a free parking space if his team win Euro 2016.,-0.053955078125,0.230813667178154
36698679,"Company Sgt Maj Nelson Carter, 29, was awarded a posthumous Victoria Cross for his bravery in the Battle of the Boar's Head, in which he died on 30 June 1916.
A memorial paving stone was unveiled in Eastbourne Pavilion Gardens and at the war memorial in Hailsham High Street.
He was educated in Hailsham but lived most of his life in Eastbourne.
He was survived by his daughter and wife, who accepted the Victoria Cross on his behalf from King George V.
Councillor Pat Hearn, the mayor of Eastbourne, said: ""Nelson Carter was a true hero who showed incredible bravery in leading his men under intense fire.
""It's very fitting that we honour his memory almost 100 years to the day since his death and that his family and the people of Eastbourne will have the chance to remember him and the sacrifices he made.""
A plaque commemorating his life can be found on his home at 33 Greys Road, Old Town in Eastbourne.
Hailsham mayor, Councillor Nigel Coltman, added that the town was proud to commemorate his ""heroic actions and the commemorative stone will provide an enduring legacy for him"".",reconstructable,A World War One soldier has been commemorated with the unveiling of two permanent memorials in the East Sussex towns where he lived and was educated.,A memorial to a World War One hero has been unveiled in East Sussex.,-0.033233642578125,0.21059550344944
36704020,"The 27-year-old utility back moved from the Irish province to Welford Road in 2011 and scored 18 tries in 75 appearances for the Tigers.
Morris missed all of last season because of a serious foot injury.
""He brings experience to our back three, an area that's very competitive, and we look forward to seeing him play,"" said Leinster coach Leo Cullen.
""Niall was unlucky with injuries in his last season in England but has performed at a very high level for the Tigers in both the Premiership and in the Champions Cup.""
The Dubliner, who has represented Ireland U20s and Emerging Ireland, scored the opening try as Leicester defeated Northampton in the 2012-2013 Premiership final at Twickenham.
""After five enjoyable years in England, I am delighted to return to my home province Leinster,"" said Morris, who extended his deal with Tigers in 2012.
""I know the club well and it has fantastic players, staff and supporters. It is one of the biggest clubs in Europe and I am very much looking forward to being part of such a great set-up again.""",unsure,Niall Morris has returned to Leinster on a short-term deal after his release from Leicester Tigers.,Leinster have re-signed Niall Morris from Leicester Tigers on a two-year deal.,-0.173828125,0.2132314294576645
36772866,"The former Scotland Under-21 international was released by Crystal Palace after he failed to make an appearance during his two years.
Kettings, 23, spent three months on loan at National League side Bromley last season, playing 14 times.
He is the sixth new signing since Northern Ireland assistant Stephen Robinson was appointed as manager.
Find all the latest football transfers on our dedicated page.",unreconstructable,League One side Oldham Athletic have signed goalkeeper Chris Kettings on a one-year deal.,Ballinamallard United have signed midfielder Ryan Kettings on a one-year contract.,-0.006084442138671875,0.20364519953727722
36836957,"The rock legends' set went out on the BBC World Service as part of Alexis Korner's Rhythm and Blues programme and was taped from an AM radio in Europe.
It includes the band's only known recording of the track Sunshine Woman.
The session recording has been restored with help from guitarist Jimmy Page for inclusion on a new compilation.
The Complete BBC Sessions, which will be released in September, is a remastered update of a 1997 collection of tracks recorded for the BBC between 1969 and 1971.
It includes eight previously unreleased recordings, including the first broadcast of Stairway To Heaven, from the BBC Paris Cinema in London on 1 April 1971.
Versions of songs from the band's first two albums also feature, including Communication Breakdown and What Is And What Should Never Be.
Formed in 1968, Led Zeppelin went on to become one of the world's biggest bands, with each of their studio albums making the top 10 of the US Billboard charts.
They officially split in 1980, following the death of drummer John Bonham. The remaining members reformed for a 2007 concert in London, with Bonham's son Jason playing drums.",unreconstructable,A 1969 Led Zeppelin session for the BBC that was thought to have been lost when archives were wiped has been recovered from a recording made by a fan.,A previously unreleased Led Zeppelin session recorded in 1971 has been released for the first time.,-0.43700408935546875,0.2124084234237671
36945199,"The undisclosed fee for the 20-year-old, who has 10 caps for his country, is more than the £175,000 paid for Birmingham City's Alan Buckley in 1979.
""From the moment I walked into the stadium I felt comfortable I know this will further my career,"" Makris said.
""I will always give my best here and I can't wait to score goals and celebrate with the fans.""
Find all the latest football transfers on our dedicated page.",unreconstructable,Walsall have signed Cyprus striker Andreas Makris from Anorthosis Famagusta for a club-record fee.,Nottingham Forest have signed Greece international striker Georgios Makris on a four-and-a-half-year deal.,-0.0316314697265625,0.206353098154068
36970220,"Syrian state media says toxic gas was contained in shells that rebels have been firing at government-held areas in the divided city.
Russian news agency Interfax says seven people died and more than 20 were hospitalised after Tuesday's attack.
There has been no independent confirmation of the claim.
It comes after reports from a rebel-held town in Idlib province that chlorine gas was dropped on it late on Monday after a Russian military helicopter had earlier been shot down nearby.
A battle has continued since the weekend in Aleppo, as rebels attempt to break a government siege of a rebel-controlled area.
It is expected to be decisive for the future of a city that was once a commercial heartland but has been destroyed by five years of war.
About a quarter of a million civilians are living under siege since government forces cut them off last month.
The latest reports from the area are that the government, backed by Russian jets, has regained some ground. It is not clear exactly which territory has returned to government control but a reporter for a Beirut-based TV station said the army had regained control of two out of three villages that it lost near Aleppo earlier this week.
Russian and Syrian forces say they have been operating seven so-called humanitarian corridors, allowing hundreds of people to leave the besieged area peacefully.
On Wednesday, Russian state television ran pictures of civilians and fighters leaving. Smoke was seen billowing over the city in the footage, and gunshots were heard.
The UN's Children's Fund (Unicef) said it is ""extremely"" concerned for the safety of children caught up in violence in the city.
Saad Houry, of the fund, said children make up a third of the population trapped in the siege, and called for unhindered humanitarian access and for children to be protected.
The New York-based Physicians for Human Rights group said the last week of July was the worst week for attacks on medical facilities in the region since the Syrian war began in 2011. In a statement, the group said it has verified six deadly air strikes against hospitals in Aleppo governorate, all perpetrated by Syrian government forces.
Widney Brown of Physicians for Human Rights said: ""Destroying hospitals is tantamount to signing thousands of death warrants for people now stranded in eastern Aleppo.""",unreconstructable,"The Russian military says it has informed the US that it believes rebels in the Syrian city of Aleppo have deployed ""toxic substances"".",Syrian government forces say they have carried out a chemical attack on rebel-held eastern Aleppo.,-0.33309173583984375,0.21950486302375793
37021057,"Barker, 33, who captained Derby under Clough, has not played competitively since dislocating his knee and rupturing ligaments in March 2012.
He is set to start training with Burton after undergoing minor knee surgery.
""If we have room budget-wise and he is OK, then it is a no-brainer for us,"" Clough said.
""He is just a good post influence to have around with Championship experience. He is a good person to have around the football club.
""His treatment is going well and he is close to joining back in, so he is one that we haven't ruled out at all.""
After taking nearly three years to recover from his horrific knee injury, Barker returned to play for Derby's under-21 side in February 2015, only to be released by the Rams later that year.
He has since been granted a testimonial year by the Championship club and has repeatedly expressed a desire to return to play professionally.
Clough says Barker is still capable of making an impact as a player.
""You want him to contribute on the pitch, but he has a lot more to offer than just on the pitch,"" Clough said.
""He wants to get out and play. There will be plenty of times this season with five or 10 minutes to go when we will need someone to come on and head the ball in our box.
""I cant think anyone better than him.""",unreconstructable,"Former Derby County defender Shaun Barker will be offered a deal at Burton Albion if he can prove his fitness, says manager Nigel Clough.",Burton Albion manager Nigel Clough says he has not ruled out signing former Derby County defender Richie Barker.,0.119384765625,0.22885285317897797
